,Year,Jurisdiction,Month,Area (hectares),Number,ONI,Phase,DateTime,MeanNum,MeanArea,anomalyArea,anomalyNumber
880,2008,Newfoundland and Labrador,May,77.1,33,-0.84,L,2008-05-01,28.866666666666667,340.4933333333334,-1.4852922657781953,0.13382003456620042
881,2008,Newfoundland and Labrador,June,0.3,8,-0.61,L,2008-06-01,23.233333333333334,3956.4066666666668,-9.487064289223735,-1.0661464874185327
882,2008,Newfoundland and Labrador,July,4.4,14,-0.37,N,2008-07-01,15.266666666666667,5015.961599999999,-7.038775885856845,-0.08661447283677105
883,2008,Newfoundland and Labrador,August,0.0,2,-0.23,N,2008-08-01,16.433333333333334,4493.5539393333365,-inf,-2.1061646118205894
884,2008,Northwest Territories,May,5.04,8,-0.84,L,2008-05-01,10.166666666666666,17611.68966666667,-8.158912064075386,-0.2396728532654202
885,2008,Northwest Territories,June,102177.55,61,-0.61,L,2008-06-01,74.3,296274.0203466667,-1.0645727841811639,-0.19723708755040223
886,2008,Northwest Territories,July,177236.33,85,-0.37,N,2008-07-01,116.16666666666667,270865.54480666673,-0.4241385134042967,-0.31237468504215243
887,2008,Northwest Territories,August,29369.83,86,-0.23,N,2008-08-01,37.36666666666667,34038.66033333333,-0.1475289902962056,0.8335682548435032
888,2008,Nova Scotia,May,71.0,45,-0.84,L,2008-05-01,86.6,185.45746667033328,-0.9601456885282779,-0.6546373257980697
889,2008,Nova Scotia,June,2335.0,37,-0.61,L,2008-06-01,33.53333333333333,148.04179999833335,2.7582725037942395,0.09837794364669529
890,2008,Nova Scotia,July,6.0,19,-0.37,N,2008-07-01,30.866666666666667,34.10286666516667,-1.7376219779552071,-0.4852378738175836
891,2008,Nova Scotia,August,0.0,2,-0.23,N,2008-08-01,28.566666666666666,28.31560000083334,-inf,-2.659093356375679
892,2008,Ontario,May,49.10000023,78,-0.84,L,2008-05-01,178.96666666666667,21420.913333643322,-6.078263942900324,-0.8304907420708224
893,2008,Ontario,June,280.0000001,33,-0.61,L,2008-06-01,214.43333333333334,73529.24666674131,-5.570648916361036,-1.8714913282823649
894,2008,Ontario,July,26.10000005,35,-0.37,N,2008-07-01,273.73333333333335,45599.263333547664,-7.465711524161568,-2.056806334987255
895,2008,Ontario,August,899.5000002,132,-0.23,N,2008-08-01,282.8,15268.00333374793,-2.8316755786008616,-0.7619380114360469
900,2008,Quebec,May,45.7,77,-0.84,L,2008-05-01,172.46666666666667,34188.71666666667,-6.617552648687002,-0.8063985592301351
901,2008,Quebec,June,1168.2,36,-0.61,L,2008-06-01,176.83333333333334,159924.09999999998,-4.919235225058339,-1.5916887309298182
902,2008,Quebec,July,138.6,18,-0.37,N,2008-07-01,126.86666666666666,64893.493333333354,-6.1489105541049875,-1.9527649082977747
903,2008,Quebec,August,66.1,35,-0.23,N,2008-08-01,114.7,13285.800000000001,-5.303282327814531,-1.1869719626459114
904,2008,Saskatchewan,May,13013.5,161,-0.84,L,2008-05-01,132.0,82480.8007005367,-1.846578267304227,0.19860244239809216
905,2008,Saskatchewan,June,773251.75,264,-0.61,L,2008-06-01,139.5,240441.73137799994,1.1681268957190953,0.6378845018848959
906,2008,Saskatchewan,July,314686.85,98,-0.37,N,2008-07-01,123.46666666666667,92916.68320466668,1.2198748052758894,-0.23100373543334277
907,2008,Saskatchewan,August,27878.42,31,-0.23,N,2008-08-01,92.06666666666666,61460.80761933333,-0.7905467843470251,-1.088525747821936
908,2008,Yukon,May,5.35,11,-0.84,L,2008-05-01,17.133333333333333,14600.006000000001,-7.911680657747333,-0.44313061099463913
909,2008,Yukon,June,12648.83,40,-0.61,L,2008-06-01,46.266666666666666,110718.75306666669,-2.169428508986076,-0.14554230529065806
910,2008,Yukon,July,194.53,6,-0.37,N,2008-07-01,36.5,52139.65806666666,-5.591094736671351,-1.8055527913603908
911,2008,Yukon,August,109.65,10,-0.23,N,2008-08-01,15.9,7316.592333333331,-4.2006064954664,-0.4637340162321402
912,2009,Alberta,May,2093.22,490,0.01,N,2009-05-01,293.3,109081.34033333331,-3.953390295300567,0.5132094151212669
913,2009,Alberta,June,61690.74,454,0.28,N,2009-06-01,246.3,43903.09533333333,0.34014901228331074,0.6115468929148558
914,2009,Alberta,July,217.16,170,0.45,N,2009-07-01,262.4,27698.73566666666,-4.848507638293822,-0.4340716200196721
915,2009,Alberta,August,59.97,178,0.57,E,2009-08-01,179.2,14241.275333333331,-5.470055303700391,-0.006718950248744869
916,2009,British Columbia,May,35094.051,196,0.01,N,2009-05-01,173.93333333333334,10548.055033333332,1.2020901430315443,0.11944257519599887
917,2009,British Columbia,June,3669.817,458,0.28,N,2009-06-01,213.46666666666667,16654.6782,-1.51254935287089,0.763388491659735
918,2009,British Columbia,July,168036.336,1189,0.45,N,2009-07-01,490.9,97810.56520000003,0.5411476418952051,0.884627455626775
919,2009,British Columbia,August,37125.742,628,0.57,E,2009-08-01,646.1333333333333,39134.222799999996,-0.05268676414363688,-0.028465714366007564
920,2009,Manitoba,May,1871.0,35,0.01,N,2009-05-01,61.733333333333334,11219.75666666667,-1.7912031651045577,-0.5674759720545557
921,2009,Manitoba,June,692.7,72,0.28,N,2009-06-01,81.1,113683.52999999998,-5.10057680933632,-0.1190168421053118
922,2009,Manitoba,July,110.1,21,0.45,N,2009-07-01,96.83333333333333,65655.53333333334,-6.390788117802109,-1.5284688499004333
923,2009,Manitoba,August,19.2,11,0.57,E,2009-08-01,69.0,21649.239999999998,-7.027815349854646,-1.836211231798889
924,2009,New Brunswick,May,133.8,88,0.01,N,2009-05-01,101.36666666666666,324.7366666666666,-0.8866684497902044,-0.14140749153700277
925,2009,New Brunswick,June,5.4,11,0.28,N,2009-06-01,48.666666666666664,407.5666666666666,-4.3238055649118055,-1.4870990602418561
926,2009,New Brunswick,July,0.6,3,0.45,N,2009-07-01,39.266666666666666,36.99666666666667,-4.12165344226177,-2.571763693881267
927,2009,New Brunswick,August,11.5,18,0.57,E,2009-08-01,47.3,32.88666666666667,-1.0507202717682782,-0.9661385376017225
928,2009,Newfoundland and Labrador,May,160.8,52,0.01,N,2009-05-01,28.866666666666667,340.4933333333334,-0.750234189602613,0.5885561916811475
929,2009,Newfoundland and Labrador,June,11.9,27,0.28,N,2009-06-01,23.233333333333334,3956.4066666666668,-5.806553084780314,0.15024883690596055
930,2009,Newfoundland and Labrador,July,67.8,29,0.45,N,2009-07-01,15.266666666666667,5015.961599999999,-4.30381823183471,0.6416240275344444
931,2009,Newfoundland and Labrador,August,0.0,4,0.57,E,2009-08-01,16.433333333333334,4493.5539393333365,-inf,-1.413017431260644
932,2009,Northwest Territories,May,2.1,3,0.01,N,2009-05-01,10.166666666666666,17611.68966666667,-9.034380801429284,-1.2205021062771466
933,2009,Northwest Territories,June,483.7,15,0.28,N,2009-06-01,74.3,296274.0203466667,-6.417575169654586,-1.6000607506215034
934,2009,Northwest Territories,July,1546.4,10,0.45,N,2009-07-01,116.16666666666667,270865.54480666673,-5.165692904222401,-2.4524408485384233
935,2009,Northwest Territories,August,24.45,13,0.57,E,2009-08-01,37.36666666666667,34038.66033333333,-7.238622010331968,-1.0558296839484678
936,2009,Nova Scotia,May,24.0,46,0.01,N,2009-05-01,86.6,185.45746667033328,-2.044771735221648,-0.6326584190792943
937,2009,Nova Scotia,June,0.0,8,0.28,N,2009-06-01,33.53333333333333,148.04179999833335,-inf,-1.4330984273176932
938,2009,Nova Scotia,July,1.0,7,0.45,N,2009-07-01,30.866666666666667,34.10286666516667,-3.5293814471832623,-1.4837667039287108
939,2009,Nova Scotia,August,0.0,14,0.57,E,2009-08-01,28.566666666666666,28.31560000083334,-inf,-0.7131832073203658
940,2009,Ontario,May,173.4000008,110,0.01,N,2009-05-01,178.96666666666667,21420.913333643322,-4.816521913425065,-0.4867192029679978
941,2009,Ontario,June,20401.5,140,0.28,N,2009-06-01,214.43333333333334,73529.24666674131,-1.2820748133465112,-0.4263564671395407
942,2009,Ontario,July,14.40000015,42,0.45,N,2009-07-01,273.73333333333335,45599.263333547664,-8.060418623407303,-1.8744847781933005
943,2009,Ontario,August,2.700000048,20,0.57,E,2009-08-01,282.8,15268.00333374793,-8.640262841425734,-2.6490076604684267
948,2009,Quebec,May,186.0,94,0.01,N,2009-05-01,172.46666666666667,34188.71666666667,-5.213904272873959,-0.6069091988138152
949,2009,Quebec,June,91586.5,195,0.28,N,2009-06-01,176.83333333333334,159924.09999999998,-0.5574154467764764,0.09779188917781866
950,2009,Quebec,July,2042.3,21,0.45,N,2009-07-01,126.86666666666666,64893.493333333354,-3.4586707381376787,-1.7986142284705162
951,2009,Quebec,August,5.5,26,0.57,E,2009-08-01,114.7,13285.800000000001,-7.789702982433746,-1.484223486113843
952,2009,Saskatchewan,May,5340.53,193,0.01,N,2009-05-01,132.0,82480.8007005367,-2.7372406484926595,0.37988826631851474
953,2009,Saskatchewan,June,31392.92,201,0.28,N,2009-06-01,139.5,240441.73137799994,-2.0358953892351526,0.36524030679765546
954,2009,Saskatchewan,July,391.3,11,0.45,N,2009-07-01,123.46666666666667,92916.68320466668,-5.469983961859417,-2.418075941305544
955,2009,Saskatchewan,August,9.83,17,0.57,E,2009-08-01,92.06666666666666,61460.80761933333,-8.740716042007456,-1.689299608250866
956,2009,Yukon,May,43846.62,9,0.01,N,2009-05-01,17.133333333333333,14600.006000000001,1.0996756952163813,-0.6438013064567903
957,2009,Yukon,June,19662.19,30,0.28,N,2009-06-01,46.266666666666666,110718.75306666669,-1.7282957275555721,-0.433224377742439
958,2009,Yukon,July,162593.23,60,0.45,N,2009-07-01,36.5,52139.65806666666,1.1373257098316127,0.4970323016336548
959,2009,Yukon,August,3795.41,16,0.57,E,2009-08-01,15.9,7316.592333333331,-0.6563522494454856,0.006269613013595395
960,2010,Alberta,May,1137.11,378,-0.17,N,2010-05-01,293.3,109081.34033333331,-4.563603889608383,0.2536982196361823
961,2010,Alberta,June,38202.15,335,-0.66,L,2010-06-01,246.3,43903.09533333333,-0.13909302957623876,0.30758022669857416
962,2010,Alberta,July,40671.98,488,-1.05,L,2010-07-01,262.4,27698.73566666666,0.3841526349191993,0.6204453487832132
963,2010,Alberta,August,182.22,171,-1.35,L,2010-08-01,179.2,14241.275333333331,-4.358684992595097,-0.04683894403817017
964,2010,British Columbia,May,2266.734,87,-0.17,N,2010-05-01,173.93333333333334,10548.055033333332,-1.5376014569411203,-0.6927639653799348
965,2010,British Columbia,June,41695.365,123,-0.66,L,2010-06-01,213.46666666666667,16654.6782,0.9176988216139679,-0.5512963370820325
966,2010,British Columbia,July,280236.707,808,-1.05,L,2010-07-01,490.9,97810.56520000003,1.0526020283419288,0.4983216174570886
967,2010,British Columbia,August,10998.495,392,-1.35,L,2010-08-01,646.1333333333333,39134.222799999996,-1.2692389023426678,-0.4997440410437437
968,2010,Manitoba,May,423.4,62,-0.17,N,2010-05-01,61.733333333333334,11219.75666666667,-3.2771141326778825,0.004310351501122263
969,2010,Manitoba,June,3923.2,79,-0.66,L,2010-06-01,81.1,113683.52999999998,-3.3665108880630417,-0.0262351086543457
970,2010,Manitoba,July,24216.2,211,-1.05,L,2010-07-01,96.83333333333333,65655.53333333334,-0.997400051860982,0.7788668458522102
971,2010,Manitoba,August,32700.9,115,-1.35,L,2010-08-01,69.0,21649.239999999998,0.41243225055399396,0.5108256237659907
972,2010,New Brunswick,May,29.5,52,-0.17,N,2010-05-01,101.36666666666666,324.7366666666666,-2.3986243341385585,-0.6675005874337819
973,2010,New Brunswick,June,1.5,7,-0.66,L,2010-06-01,48.666666666666664,407.5666666666666,-5.60473941037387,-1.9390841839849133
974,2010,New Brunswick,July,1.8,14,-1.05,L,2010-07-01,39.266666666666666,36.99666666666667,-3.0230411535936597,-1.0313186529341178
975,2010,New Brunswick,August,38.0,42,-1.35,L,2010-08-01,47.3,32.88666666666667,0.14451885258890307,-0.11884067721451891
976,2010,Newfoundland and Labrador,May,0.6,5,-0.17,N,2010-05-01,28.866666666666667,340.4933333333334,-6.34122117011347,-1.7532496144661793
977,2010,Newfoundland and Labrador,June,3.0,4,-0.66,L,2010-06-01,23.233333333333334,3956.4066666666668,-7.184479196229689,-1.759293667978478
978,2010,Newfoundland and Labrador,July,3.4,4,-1.05,L,2010-07-01,15.266666666666667,5015.961599999999,-7.296604995158945,-1.3393774413321389
979,2010,Newfoundland and Labrador,August,13.7,11,-1.35,L,2010-08-01,16.433333333333334,4493.5539393333365,-5.793003358049727,-0.4014165195821642
980,2010,Northwest Territories,May,6.91,5,-0.17,N,2010-05-01,10.166666666666666,17611.68966666667,-7.8433485083790835,-0.7096764825111558
981,2010,Northwest Territories,June,172406.3,81,-0.66,L,2010-06-01,74.3,296274.0203466667,-0.541430870016036,0.08633820294872535
982,2010,Northwest Territories,July,177329.74,121,-1.05,L,2010-07-01,116.16666666666667,270865.54480666673,-0.4236116158240458,0.04076460406427212
983,2010,Northwest Territories,August,1114.03,13,-1.35,L,2010-08-01,37.36666666666667,34038.66033333333,-3.4195128761461775,-1.0558296839484678
984,2010,Nova Scotia,May,36.87,63,-0.17,N,2010-05-01,86.6,185.45746667033328,-1.6154273533235404,-0.3181650891768567
985,2010,Nova Scotia,June,5.34,9,-0.66,L,2010-06-01,33.53333333333333,148.04179999833335,-3.322269013336655,-1.3153153916613096
986,2010,Nova Scotia,July,0.0,0,-1.05,L,2010-07-01,30.866666666666667,34.10286666516667,-inf,-inf
987,2010,Nova Scotia,August,0.0,0,-1.35,L,2010-08-01,28.566666666666666,28.31560000083334,-inf,-inf
988,2010,Ontario,May,10969.6,334,-0.17,N,2010-05-01,178.96666666666667,21420.913333643322,-0.6692398928617651,0.6239414242162863
989,2010,Ontario,June,1455.9,83,-0.66,L,2010-06-01,214.43333333333334,73529.24666674131,-3.9220589748081487,-0.949158281952247
990,2010,Ontario,July,1261.0,166,-1.05,L,2010-07-01,273.73333333333335,45599.263333547664,-3.587986504441005,-0.5001666081201257
991,2010,Ontario,August,206.2000003,80,-1.35,L,2010-08-01,282.8,15268.00333374793,-4.304668059176038,-1.2627132993485362
996,2010,Quebec,May,206976.7,251,-0.17,N,2010-05-01,172.46666666666667,34188.71666666667,1.8007105589384764,0.3752489580479649
997,2010,Quebec,June,107650.3,152,-0.66,L,2010-06-01,176.83333333333334,159924.09999999998,-0.3958113170668181,-0.15132714853965176
998,2010,Quebec,July,90.0,89,-1.05,L,2010-07-01,126.86666666666666,64893.493333333354,-6.580692970530525,-0.35450029646179954
999,2010,Quebec,August,78.9,95,-1.35,L,2010-08-01,114.7,13285.800000000001,-5.1262698468203425,-0.1884431325347842
1000,2010,Saskatchewan,May,16556.86,101,-0.17,N,2010-05-01,132.0,82480.8007005367,-1.6057650300244182,-0.2676814057451114
1001,2010,Saskatchewan,June,1341275.7,163,-0.66,L,2010-06-01,139.5,240441.73137799994,1.7188986759730962,0.15568559954534195
1002,2010,Saskatchewan,July,338638.72,189,-1.05,L,2010-07-01,123.46666666666667,92916.68320466668,1.2932306042866946,0.42577580095572765
1003,2010,Saskatchewan,August,36530.52,63,-1.35,L,2010-08-01,92.06666666666666,61460.80761933333,-0.5202516216030724,-0.37937822591554926
1004,2010,Yukon,May,61654.41,20,-0.17,N,2010-05-01,17.133333333333333,14600.006000000001,1.4405228202256062,0.15470638976098133
1005,2010,Yukon,June,63100.87,38,-0.66,L,2010-06-01,46.266666666666666,110718.75306666669,-0.5622586726727655,-0.19683559967820868
1006,2010,Yukon,July,21120.44,18,-1.05,L,2010-07-01,36.5,52139.65806666666,-0.9036845585445563,-0.7069405026922811
1007,2010,Yukon,August,964.05,10,-1.35,L,2010-08-01,15.9,7316.592333333331,-2.0267568098448923,-0.4637340162321402
1008,2011,Alberta,May,731062.39,403,-0.55,L,2011-05-01,293.3,109081.34033333331,1.902404959425437,0.31774058596327764
1009,2011,Alberta,June,73753.72,109,-0.44,N,2011-06-01,246.3,43903.09533333333,0.5187466082983387,-0.8152024228973486
1010,2011,Alberta,July,114.01,172,-0.48,N,2011-07-01,262.4,27698.73566666666,-5.4928558834854435,-0.4223755802564809
1011,2011,Alberta,August,312.57,154,-0.62,L,2011-08-01,179.2,14241.275333333331,-3.8190712967886076,-0.15154989812720093
1012,2011,British Columbia,May,11250.123,65,-0.55,L,2011-05-01,173.93333333333334,10548.055033333332,0.0644375760277806,-0.9842848141388814
1013,2011,British Columbia,June,90.242,65,-0.44,N,2011-06-01,213.46666666666667,16654.6782,-5.217951478291331,-1.1890934225588128
1014,2011,British Columbia,July,78.537,102,-0.48,N,2011-07-01,490.9,97810.56520000003,-7.127218027494778,-1.5712676277797357
1015,2011,British Columbia,August,266.698,216,-0.62,L,2011-08-01,646.1333333333333,39134.222799999996,-4.988635694483663,-1.0957274731500413
1016,2011,Manitoba,May,74.2,37,-0.55,L,2011-05-01,61.733333333333334,11219.75666666667,-5.018667341205313,-0.5119061208997449
1017,2011,Manitoba,June,208.6,38,-0.44,N,2011-06-01,81.1,113683.52999999998,-6.300755271798207,-0.7580968013949814
1018,2011,Manitoba,July,48765.0,104,-0.48,N,2011-07-01,96.83333333333333,65655.53333333334,-0.2974090401246283,0.07139961151751653
1019,2011,Manitoba,August,32829.7,82,-0.62,L,2011-08-01,69.0,21649.239999999998,0.4163632435819535,0.1726127426669937
1020,2011,New Brunswick,May,10.8,25,-0.55,L,2011-05-01,101.36666666666666,324.7366666666666,-3.4034684633541588,-1.3998684811470083
1021,2011,New Brunswick,June,6.4,7,-0.44,N,2011-06-01,48.666666666666664,407.5666666666666,-4.1539065281164085,-1.9390841839849133
1022,2011,New Brunswick,July,1.9,11,-0.48,N,2011-07-01,39.266666666666666,36.99666666666667,-2.968973932323384,-1.2724807097510062
1023,2011,New Brunswick,August,0.1,1,-0.62,L,2011-08-01,47.3,32.88666666666667,-5.795652400131528,-3.856510295497887
1024,2011,Newfoundland and Labrador,May,31.3,14,-0.55,L,2011-05-01,28.866666666666667,340.4933333333334,-2.3867774488013715,-0.7236301972850212
1025,2011,Newfoundland and Labrador,June,0.3,5,-0.44,N,2011-06-01,23.233333333333334,3956.4066666666668,-9.487064289223735,-1.5361501166642682
1026,2011,Newfoundland and Labrador,July,0.0,5,-0.48,N,2011-07-01,15.266666666666667,5015.961599999999,-inf,-1.1162338900179292
1027,2011,Newfoundland and Labrador,August,387.41913,9,-0.62,L,2011-08-01,16.433333333333334,4493.5539393333365,-2.450892060644801,-0.6020872150443154
1028,2011,Northwest Territories,May,25.02,14,-0.55,L,2011-05-01,10.166666666666666,17611.68966666667,-6.556642641119898,0.31994293467000234
1029,2011,Northwest Territories,June,239015.5804,78,-0.44,N,2011-06-01,74.3,296274.0203466667,-0.2147560307364894,0.048597874965878314
1030,2011,Northwest Territories,July,87025.8842,83,-0.48,N,2011-07-01,116.16666666666667,270865.54480666673,-1.1354169591897332,-0.33618533373587095
1031,2011,Northwest Territories,August,3490.32,22,-0.62,L,2011-08-01,37.36666666666667,34038.66033333333,-2.277503524715284,-0.5297365880516887
1032,2011,Nova Scotia,May,3.83,9,-0.55,L,2011-05-01,86.6,185.45746667033328,-3.879960762377039,-2.26407523823217
1033,2011,Nova Scotia,June,0.36,6,-0.44,N,2011-06-01,33.53333333333333,148.04179999833335,-6.01914591384074,-1.720780499769474
1034,2011,Nova Scotia,July,1.64,8,-0.48,N,2011-07-01,30.866666666666667,34.10286666516667,-3.0346852053471554,-1.3502353113041883
1035,2011,Nova Scotia,August,0.13,7,-0.62,L,2011-08-01,28.566666666666666,28.31560000083334,-5.3836337180791265,-1.406330387880311
1036,2011,Ontario,May,1443.5,145,-0.55,L,2011-05-01,178.96666666666667,21420.913333643322,-2.6972969832821265,-0.2104658263398397
1037,2011,Ontario,June,160162.4,129,-0.44,N,2011-06-01,214.43333333333334,73529.24666674131,0.7785050595643294,-0.5081864853871728
1038,2011,Ontario,July,469315.2,397,-0.48,N,2011-07-01,273.73333333333335,45599.263333547664,2.3313830495160506,0.3717818842105215
1039,2011,Ontario,August,3435.800001,400,-0.62,L,2011-08-01,282.8,15268.00333374793,-1.491509557730397,0.3467246130855643
1044,2011,Quebec,May,813.0,62,-0.55,L,2011-05-01,172.46666666666667,34188.71666666667,-3.73891983703935,-1.0230695960387275
1045,2011,Quebec,June,6881.9,75,-0.44,N,2011-06-01,176.83333333333334,159924.09999999998,-3.145804551072385,-0.8577195558496178
1046,2011,Quebec,July,4249.3,71,-0.48,N,2011-07-01,126.86666666666666,64893.493333333354,-2.7259930983901843,-0.5804567891526239
1047,2011,Quebec,August,135.6,58,-0.62,L,2011-08-01,114.7,13285.800000000001,-4.5847416991658765,-0.6818770135889058
1048,2011,Saskatchewan,May,25756.99,142,-0.55,L,2011-05-01,132.0,82480.8007005367,-1.1638595008932175,0.07302513501488982
1049,2011,Saskatchewan,June,272089.88,67,-0.44,N,2011-06-01,139.5,240441.73137799994,0.12365467387037277,-0.7333719818704543
1050,2011,Saskatchewan,July,18288.0,18,-0.48,N,2011-07-01,123.46666666666667,92916.68320466668,-1.6254581050411923,-1.9255994562077499
1051,2011,Saskatchewan,August,32.89,15,-0.62,L,2011-08-01,92.06666666666666,61460.80761933333,-7.532986315965565,-1.8144627512048719
1052,2011,Yukon,May,33238.23,24,-0.55,L,2011-05-01,17.133333333333333,14600.006000000001,0.8226787797988806,0.33702794655493595
1053,2011,Yukon,June,2511.2,13,-0.44,N,2011-06-01,46.266666666666666,110718.75306666669,-3.7862325032179465,-1.2694724019430577
1054,2011,Yukon,July,4597.87,14,-0.48,N,2011-07-01,36.5,52139.65806666666,-2.428332697719888,-0.9582549309731873
1055,2011,Yukon,August,3.0,1,-0.62,L,2011-08-01,15.9,7316.592333333331,-7.799287681662187,-2.7663191092261856
1056,2012,Alberta,May,7626.49,454,-0.27,N,2012-05-01,293.3,109081.34033333331,-2.6604661322800203,0.4369012220579425
1057,2012,Alberta,June,199677.32,118,-0.02,N,2012-06-01,246.3,43903.09533333333,1.5147178372891668,-0.7358656806608276
1058,2012,Alberta,July,163603.06,385,0.24,N,2012-07-01,262.4,27698.73566666666,1.7760563598012702,0.3833732772178503
1059,2012,Alberta,August,13330.35,266,0.36,N,2012-08-01,179.2,14241.275333333331,-0.06610107148861177,0.394993808240869
1060,2012,British Columbia,May,1154.161,168,-0.27,N,2012-05-01,173.93333333333334,10548.055033333332,-2.2125678128102115,-0.03470810463125944
1061,2012,British Columbia,June,2785.488,55,-0.02,N,2012-06-01,213.46666666666667,16654.6782,-1.788268067488153,-1.356147507221979
1062,2012,British Columbia,July,41431.631,414,0.24,N,2012-07-01,490.9,97810.56520000003,-0.8589879769135165,-0.17037446723869237
1063,2012,British Columbia,August,54768.5,629,0.36,N,2012-08-01,646.1333333333333,39134.222799999996,0.33611786356603623,-0.026874624133765707
1064,2012,Manitoba,May,11681.5,40,-0.27,N,2012-05-01,61.733333333333334,11219.75666666667,0.04033018141536479,-0.43394457943003295
1065,2012,Manitoba,June,9403.1,61,-0.02,N,2012-06-01,81.1,113683.52999999998,-2.4923791132405984,-0.2848090969480559
1066,2012,Manitoba,July,179474.6,263,0.24,N,2012-07-01,96.83333333333333,65655.53333333334,1.005611811188793,0.9991627445539084
1067,2012,Manitoba,August,2983.2,43,0.36,N,2012-08-01,69.0,21649.239999999998,-1.9819738000237705,-0.47290638890369696
1068,2012,New Brunswick,May,53.4,49,-0.27,N,2012-05-01,101.36666666666666,324.7366666666666,-1.8052038515181836,-0.7269240079045826
1069,2012,New Brunswick,June,13.7,22,-0.02,N,2012-06-01,48.666666666666664,407.5666666666666,-3.3928086856479553,-0.7939518796819108
1070,2012,New Brunswick,July,8.7,26,0.24,N,2012-07-01,39.266666666666666,36.99666666666667,-1.4475047928352407,-0.41227944452789456
1071,2012,New Brunswick,August,9.5,28,0.36,N,2012-08-01,47.3,32.88666666666667,-1.2417755085309876,-0.5243057853226832
1072,2012,Newfoundland and Labrador,May,882.5,14,-0.27,N,2012-05-01,28.866666666666667,340.4933333333334,0.9523632424599727,-0.7236301972850212
1073,2012,Newfoundland and Labrador,June,485.1,31,-0.02,N,2012-06-01,23.233333333333334,3956.4066666666668,-2.0987364296466273,0.2883991753867777
1074,2012,Newfoundland and Labrador,July,2359.848,36,0.24,N,2012-07-01,15.266666666666667,5015.961599999999,-0.7540279376152715,0.8578471360040804
1075,2012,Newfoundland and Labrador,August,5.99905,9,0.36,N,2012-08-01,16.433333333333334,4493.5539393333365,-6.61879806752513,-0.6020872150443154
1076,2012,Northwest Territories,May,23833.83,12,-0.27,N,2012-05-01,10.166666666666666,17611.68966666667,0.30254313279903383,0.16579225484274404
1077,2012,Northwest Territories,June,116113.75,75,-0.02,N,2012-06-01,74.3,296274.0203466667,-0.9367144564242273,0.009377161812597005
1078,2012,Northwest Territories,July,138031.96,143,0.24,N,2012-07-01,116.16666666666667,270865.54480666673,-0.6741373005880795,0.20781868872743836
1079,2012,Northwest Territories,August,21055.31,41,0.36,N,2012-08-01,37.36666666666667,34038.66033333333,-0.4803441624215836,0.09279302529430335
1080,2012,Nova Scotia,May,25.74,35,-0.27,N,2012-05-01,86.6,185.45746667033328,-1.9747793634016129,-0.9059517540789758
1081,2012,Nova Scotia,June,3.64,22,-0.02,N,2012-06-01,33.53333333333333,148.04179999833335,-3.705510984660109,-0.4214975156392132
1082,2012,Nova Scotia,July,16.19,31,0.24,N,2012-07-01,30.866666666666667,34.10286666516667,-0.7449876794937184,0.004310351501122263
1083,2012,Nova Scotia,August,5.18,26,0.36,N,2012-08-01,28.566666666666666,28.31560000083334,-1.6986078332811807,-0.0941439989141424
1084,2012,Ontario,May,48556.8,273,-0.27,N,2012-05-01,178.96666666666667,21420.913333643322,0.8183665433185848,0.4222722264245456
1085,2012,Ontario,June,4200.500001,125,-0.02,N,2012-06-01,214.43333333333334,73529.24666674131,-2.86247967484446,-0.5396851524465439
1086,2012,Ontario,July,96516.9,708,0.24,N,2012-07-01,273.73333333333335,45599.263333547664,0.7498265611214447,0.9502896972170508
1087,2012,Ontario,August,213.7000002,180,0.36,N,2012-08-01,282.8,15268.00333374793,-4.268941468952802,-0.45178308313220733
1092,2012,Quebec,May,49480.1,180,-0.27,N,2012-05-01,172.46666666666667,34188.71666666667,0.3696749009358147,0.042752869806391224
1093,2012,Quebec,June,13071.3,93,-0.02,N,2012-06-01,176.83333333333334,159924.09999999998,-2.5042803405701966,-0.6426081762326723
1094,2012,Quebec,July,1337.8,267,0.24,N,2012-07-01,126.86666666666666,64893.493333333354,-3.881720888176483,0.7441119922063101
1095,2012,Quebec,August,25.7,86,0.36,N,2012-08-01,114.7,13285.800000000001,-6.247960082770997,-0.2879727278818174
1096,2012,Saskatchewan,May,101471.2,87,-0.27,N,2012-05-01,132.0,82480.8007005367,0.20720946690053252,-0.41689380393178715
1097,2012,Saskatchewan,June,4904.0,38,-0.02,N,2012-06-01,139.5,240441.73137799994,-3.8924265803845235,-1.3004784415350346
1098,2012,Saskatchewan,July,117386.8,166,0.24,N,2012-07-01,123.46666666666667,92916.68320466668,0.23377125286309175,0.29601657425262856
1099,2012,Saskatchewan,August,3230.9,69,0.36,N,2012-08-01,92.06666666666666,61460.80761933333,-2.9456389609912246,-0.2884064477098226
1100,2012,Yukon,May,47.64,4,-0.27,N,2012-05-01,17.133333333333333,14600.006000000001,-5.725104474168148,-1.454731522673119
1101,2012,Yukon,June,51880.63,74,-0.02,N,2012-06-01,46.266666666666666,110718.75306666669,-0.7580477269811764,0.46964333379957535
1102,2012,Yukon,July,4462.61,29,0.24,N,2012-07-01,36.5,52139.65806666666,-2.458192053837041,-0.23001643060197186
1103,2012,Yukon,August,1889.31,18,0.36,N,2012-08-01,15.9,7316.592333333331,-1.3539330082993837,0.12405264866997882
