Year,Location,Fire size class,Area_hectares,Number,Number_Percentage
1990,ON,1000 - 10 000 ha,35154.0,12,0.0342407122068139
1991,ON,0.11 - 1.0 ha,479.8000059,2113,6.029218741083148
1991,ON,1.1 - 10 ha,1065.200001,299,0.8531644124864464
1991,ON,10 000 - 100 000 ha,206257.0,6,0.01712035610340695
1991,ON,10.1 - 100 ha,2733.1,81,0.23112480739599386
1991,ON,100.1 - 1 000 ha,13294.0,39,0.11128231467214518
1991,ON,1000 - 10 000 ha,94982.0,22,0.06277463904582549
1992,ON,0.11 - 1.0 ha,188.4000022,713,2.034468983621526
1992,ON,1.1 - 10 ha,622.7000004,173,0.4936369343149004
1992,ON,10 000 - 100 000 ha,131450.0,7,0.019973748787308107
1992,ON,10.1 - 100 ha,1382.3,43,0.12269588540774981
1992,ON,100.1 - 1 000 ha,4966.0,14,0.039947497574616214
1992,ON,1000 - 10 000 ha,37385.0,10,0.028533926839011587
1993,ON,0.11 - 1.0 ha,152.4000017,607,1.7320093591280035
1993,ON,1.1 - 10 ha,315.4999999,89,0.25395194886720307
1993,ON,10 000 - 100 000 ha,77027.0,4,0.011413570735604634
1993,ON,10.1 - 100 ha,828.6000004,25,0.07133481709752897
1993,ON,100.1 - 1 000 ha,3162.3,11,0.031387319522912745
1993,ON,1000 - 10 000 ha,23179.0,6,0.01712035610340695
1994,ON,0.11 - 1.0 ha,201.0000021,757,2.160018261713177
1994,ON,1.1 - 10 ha,844.3000005,221,0.630599783142156
1994,ON,10 000 - 100 000 ha,31912.0,2,0.005706785367802317
1994,ON,10.1 - 100 ha,1968.8,65,0.18547052445357531
1994,ON,100.1 - 1 000 ha,8463.3,20,0.057067853678023174
1994,ON,1000 - 10 000 ha,40215.0,14,0.039947497574616214
1995,ON,0.11 - 1.0 ha,376.5000046,1495,4.265822062432232
1995,ON,1.1 - 10 ha,1411.300002,388,1.1071163613536494
1995,ON,10 000 - 100 000 ha,265260.0,14,0.039947497574616214
1995,ON,10.1 - 100 ha,4228.8,128,0.3652342635393483
1995,ON,100.1 - 1 000 ha,26114.3,71,0.20259088055698227
1995,ON,1000 - 10 000 ha,202020.0,53,0.1512298122467614
1995,ON,Over 100 000,113152.0,1,0.0028533926839011585
1996,ON,0.11 - 1.0 ha,219.1000023,841,2.399703247160874
1996,ON,1.1 - 10 ha,799.2000003,205,0.5849455001997376
1996,ON,10 000 - 100 000 ha,176582.0,12,0.0342407122068139
1996,ON,10.1 - 100 ha,3624.2,81,0.23112480739599386
1996,ON,100.1 - 1 000 ha,26816.3,68,0.1940307025052788
1996,ON,1000 - 10 000 ha,240961.3,64,0.18261713176967415
1997,ON,0.11 - 1.0 ha,346.300004,1384,3.9490954745192033
1997,ON,1.1 - 10 ha,716.0000005,211,0.6020658563031445
1997,ON,10.1 - 100 ha,1080.200001,31,0.0884551732009359
1997,ON,100.1 - 1 000 ha,4379.8,13,0.03709410489071506
1997,ON,1000 - 10 000 ha,32097.2,7,0.019973748787308107
1998,ON,0.11 - 1.0 ha,451.7000052,1772,5.056211835872853
1998,ON,1.1 - 10 ha,1278.5,364,1.0386349369400216
1998,ON,10 000 - 100 000 ha,43997.0,2,0.005706785367802317
1998,ON,10.1 - 100 ha,3068.0,79,0.22541802202819153
1998,ON,100.1 - 1 000 ha,20676.2,48,0.1369628488272556
1998,ON,1000 - 10 000 ha,88701.0,26,0.07418820978143012
1999,ON,0.11 - 1.0 ha,204.8000022,764,2.1799920105004853
1999,ON,1.1 - 10 ha,644.1000001,163,0.4651030074758888
1999,ON,10 000 - 100 000 ha,257094.0,7,0.019973748787308107
1999,ON,10.1 - 100 ha,1889.4,49,0.13981624151115676
1999,ON,100.1 - 1 000 ha,9791.5,23,0.06562803172972664
1999,ON,1000 - 10 000 ha,58703.0,18,0.05136106831022085
2000,ON,0.11 - 1.0 ha,120.9000015,520,1.4837641956286025
2000,ON,1.1 - 10 ha,386.4000008,93,0.26536551960280774
2000,ON,10.1 - 100 ha,1175.100001,31,0.0884551732009359
2000,ON,100.1 - 1 000 ha,2238.0,8,0.022827141471209268
2000,ON,1000 - 10 000 ha,2858.0,1,0.0028533926839011585
2001,ON,0.11 - 1.0 ha,319.4000039,1292,3.6865833476002967
2001,ON,1.1 - 10 ha,766.3999997,214,0.610626034354848
2001,ON,10.1 - 100 ha,1901.499998,62,0.1769103464018718
2001,ON,100.1 - 1 000 ha,3907.9,16,0.045654282942418536
2001,ON,1000 - 10 000 ha,3950.0,2,0.005706785367802317
2002,ON,0.11 - 1.0 ha,213.2000028,933,2.6622153740797807
2002,ON,1.1 - 10 ha,352.1,114,0.32528676596473205
2002,ON,10 000 - 100 000 ha,89648.0,5,0.014266963419505794
2002,ON,10.1 - 100 ha,2117.0,48,0.1369628488272556
2002,ON,100.1 - 1 000 ha,16324.0,43,0.12269588540774981
2002,ON,1000 - 10 000 ha,73565.4,19,0.054214460994122006
2003,ON,0.11 - 1.0 ha,207.9000024,796,2.2713005763853222
2003,ON,1.1 - 10 ha,575.0000006,162,0.46224961479198773
2003,ON,10 000 - 100 000 ha,280326.0,8,0.022827141471209268
2003,ON,10.1 - 100 ha,1500.199999,39,0.11128231467214518
2003,ON,100.1 - 1 000 ha,13055.4,28,0.07989499514923243
2003,ON,1000 - 10 000 ha,23446.5,6,0.01712035610340695
2004,ON,0.11 - 1.0 ha,84.90000104,377,1.0757290418307368
2004,ON,1.1 - 10 ha,143.8,51,0.1455230268789591
2004,ON,10.1 - 100 ha,158.8999987,5,0.014266963419505794
2004,ON,1000 - 10 000 ha,1230.0,1,0.0028533926839011585
2005,ON,0.11 - 1.0 ha,383.0000047,1703,4.859327740683673
2005,ON,1.1 - 10 ha,657.700001,197,0.5621183587285282
2005,ON,10 000 - 100 000 ha,13623.0,1,0.0028533926839011585
2005,ON,10.1 - 100 ha,1015.999999,37,0.10557552930434287
2005,ON,100.1 - 1 000 ha,4230.9,13,0.03709410489071506
2005,ON,1000 - 10 000 ha,22428.0,8,0.022827141471209268
2006,ON,0.11 - 1.0 ha,394.9000049,1834,5.233122182274725
2006,ON,1.1 - 10 ha,861.6999991,256,0.7304685270786966
2006,ON,10 000 - 100 000 ha,34062.0,2,0.005706785367802317
2006,ON,10.1 - 100 ha,4331.200002,112,0.3195799805969297
2006,ON,100.1 - 1 000 ha,22768.5,54,0.15408320493066258
2006,ON,1000 - 10 000 ha,87203.3,25,0.07133481709752897
2007,ON,0.11 - 1.0 ha,221.2000027,928,2.647948410660275
2007,ON,1.1 - 10 ha,423.4999993,144,0.4108885464817668
2007,ON,10 000 - 100 000 ha,29752.0,2,0.005706785367802317
2007,ON,10.1 - 100 ha,1205.299999,38,0.10842892198824401
2007,ON,100.1 - 1 000 ha,6119.8,13,0.03709410489071506
2007,ON,1000 - 10 000 ha,2955.0,2,0.005706785367802317
2008,ON,0.11 - 1.0 ha,61.80000069,295,0.8417508417508417
2008,ON,1.1 - 10 ha,86.19999993,35,0.09986874393654055
2008,ON,10.1 - 100 ha,178.4,7,0.019973748787308107
2008,ON,100.1 - 1 000 ha,990.0,3,0.008560178051703475
2009,ON,0.11 - 1.0 ha,63.40000066,290,0.827483878331336
2009,ON,1.1 - 10 ha,179.5000002,54,0.15408320493066258
2009,ON,10.1 - 100 ha,743.6999998,20,0.057067853678023174
2009,ON,100.1 - 1 000 ha,8019.0,17,0.0485076756263197
2009,ON,1000 - 10 000 ha,11685.0,6,0.01712035610340695
2010,ON,0.11 - 1.0 ha,189.7000021,720,2.054442732408834
2010,ON,1.1 - 10 ha,519.1999996,161,0.45939622210808656
2010,ON,10.1 - 100 ha,1087.599997,33,0.09416195856873823
2010,ON,100.1 - 1 000 ha,3558.0,13,0.03709410489071506
2010,ON,1000 - 10 000 ha,9469.7,4,0.011413570735604634
2011,ON,0.11 - 1.0 ha,239.6000032,1046,2.9846487473606116
2011,ON,1.1 - 10 ha,549.8,165,0.4708097928436911
2011,ON,10 000 - 100 000 ha,268212.1,13,0.03709410489071506
2011,ON,10.1 - 100 ha,1673.600001,44,0.12554927809165098
2011,ON,100.1 - 1 000 ha,13583.5,37,0.10557552930434287
2011,ON,1000 - 10 000 ha,98116.1,30,0.08560178051703475
2011,ON,Over 100 000,253000.0,2,0.005706785367802317
2012,ON,0.11 - 1.0 ha,311.0000036,1269,3.62095531587057
2012,ON,1.1 - 10 ha,782.6999978,234,0.667693888032871
2012,ON,10 000 - 100 000 ha,83445.9,4,0.011413570735604634
2012,ON,10.1 - 100 ha,2122.300001,56,0.15978999029846486
2012,ON,100.1 - 1 000 ha,14804.4,38,0.10842892198824401
2012,ON,1000 - 10 000 ha,51289.1,19,0.054214460994122006
2013,ON,0.11 - 1.0 ha,102.7000012,420,1.1984249272384866
2013,ON,1.1 - 10 ha,369.8000008,96,0.2739256976545112
2013,ON,10 000 - 100 000 ha,16302.0,1,0.0028533926839011585
2013,ON,10.1 - 100 ha,1144.499997,32,0.09130856588483707
2013,ON,100.1 - 1 000 ha,8529.0,23,0.06562803172972664
2013,ON,1000 - 10 000 ha,24642.0,9,0.025680534155110426
2014,ON,0.11 - 1.0 ha,58.3000008,252,0.7190549563430919
2014,ON,1.1 - 10 ha,118.0999994,34,0.0970153512526394
2014,ON,10.1 - 100 ha,706.1000004,15,0.042800890258517375
2014,ON,100.1 - 1 000 ha,2463.0,6,0.01712035610340695
2014,ON,1000 - 10 000 ha,2800.0,1,0.0028533926839011585
2015,ON,0.11 - 1.0 ha,116.7000015,480,1.369628488272556
2015,ON,1.1 - 10 ha,417.3000002,121,0.34526051475204017
2015,ON,10 000 - 100 000 ha,15827.0,1,0.0028533926839011585
2015,ON,10.1 - 100 ha,1191.800001,35,0.09986874393654055
2015,ON,100.1 - 1 000 ha,7088.0,26,0.07418820978143012
2015,ON,1000 - 10 000 ha,18083.0,8,0.022827141471209268
2016,ON,0.11 - 1.0 ha,120.1000012,520,1.4837641956286025
2016,ON,1.1 - 10 ha,288.8000001,91,0.2596587342350054
2016,ON,10 000 - 100 000 ha,74334.0,1,0.0028533926839011585
2016,ON,10.1 - 100 ha,830.9000006,26,0.07418820978143012
2016,ON,100.1 - 1 000 ha,3159.0,7,0.019973748787308107
2016,ON,1000 - 10 000 ha,7476.0,3,0.008560178051703475
2017,ON,0.11 - 1.0 ha,123.5000015,533,1.5208583005193175
2017,ON,1.1 - 10 ha,431.8000003,114,0.32528676596473205
2017,ON,10 000 - 100 000 ha,51365.0,3,0.008560178051703475
2017,ON,10.1 - 100 ha,2550.999996,73,0.20829766592478458
2017,ON,100.1 - 1 000 ha,12490.0,41,0.11698910003994749
2017,ON,1000 - 10 000 ha,45821.0,15,0.042800890258517375
2018,ON,0.11 - 1.0 ha,240.8000031,930,2.6536551960280774
2018,ON,1.1 - 10 ha,800.000002,246,0.701934600239685
2018,ON,10 000 - 100 000 ha,123883.0,6,0.01712035610340695
2018,ON,10.1 - 100 ha,2349.200004,70,0.1997374878730811
2018,ON,100.1 - 1 000 ha,15562.0,47,0.13410945614335446
2018,ON,1000 - 10 000 ha,122855.0,29,0.0827483878331336
2019,ON,0.11 - 1.0 ha,99.90000104,427,1.2183986760257945
2019,ON,1.1 - 10 ha,211.0000002,67,0.19117730982137762
2019,ON,10 000 - 100 000 ha,225442.0,5,0.014266963419505794
2019,ON,10.1 - 100 ha,877.3000021,21,0.05992124636192433
2019,ON,100.1 - 1 000 ha,4904.0,11,0.031387319522912745
2019,ON,1000 - 10 000 ha,38191.0,7,0.019973748787308107
1990,PC,0.11 - 1.0 ha,17.1,33,1.2235817575083427
1990,PC,1.1 - 10 ha,55.2,15,0.5561735261401557
1990,PC,10 000 - 100 000 ha,24000.0,2,0.07415647015202076
1990,PC,10.1 - 100 ha,127.3,5,0.18539117538005193
1990,PC,100.1 - 1 000 ha,600.0,2,0.07415647015202076
1990,PC,Up to 0.1 ha,0.7,8,0.29662588060808304
1991,PC,0.11 - 1.0 ha,4.1,7,0.25954764553207266
1991,PC,1.1 - 10 ha,35.0,5,0.18539117538005193
1991,PC,100.1 - 1 000 ha,990.0,3,0.11123470522803114
1991,PC,Up to 0.1 ha,0.6,6,0.22246941045606228
1992,PC,0.11 - 1.0 ha,1.0,1,0.03707823507601038
1992,PC,10.1 - 100 ha,12.0,1,0.03707823507601038
1992,PC,Up to 0.1 ha,0.3,3,0.11123470522803114
1993,PC,0.11 - 1.0 ha,8.2,12,0.44493882091212456
1993,PC,1.1 - 10 ha,23.0,7,0.25954764553207266
1993,PC,10.1 - 100 ha,275.0,5,0.18539117538005193
1993,PC,100.1 - 1 000 ha,1325.0,4,0.14831294030404152
1993,PC,Up to 0.1 ha,0.6,6,0.22246941045606228
1994,PC,0.11 - 1.0 ha,12.2,18,0.6674082313681869
1994,PC,1.1 - 10 ha,54.5,13,0.482017055988135
1994,PC,10 000 - 100 000 ha,50769.0,2,0.07415647015202076
1994,PC,10.1 - 100 ha,190.0,3,0.11123470522803114
1994,PC,100.1 - 1 000 ha,2952.0,8,0.29662588060808304
1994,PC,1000 - 10 000 ha,13166.0,2,0.07415647015202076
1994,PC,Up to 0.1 ha,0.8,8,0.29662588060808304
1995,PC,0.11 - 1.0 ha,1.9,3,0.11123470522803114
1995,PC,1.1 - 10 ha,3.8,1,0.03707823507601038
1995,PC,10.1 - 100 ha,180.0,3,0.11123470522803114
1995,PC,100.1 - 1 000 ha,375.0,1,0.03707823507601038
1995,PC,1000 - 10 000 ha,3844.0,2,0.07415647015202076
1995,PC,Up to 0.1 ha,0.1,1,0.03707823507601038
1996,PC,0.11 - 1.0 ha,5.0,6,0.22246941045606228
1996,PC,1.1 - 10 ha,53.5,12,0.44493882091212456
1996,PC,1000 - 10 000 ha,13577.0,2,0.07415647015202076
1996,PC,Up to 0.1 ha,0.2,2,0.07415647015202076
1997,PC,1.1 - 10 ha,22.0,4,0.14831294030404152
1997,PC,10.1 - 100 ha,40.0,1,0.03707823507601038
1997,PC,100.1 - 1 000 ha,137.0,1,0.03707823507601038
1998,PC,0.11 - 1.0 ha,1.0,5,0.18539117538005193
1998,PC,1.1 - 10 ha,70.0,13,0.482017055988135
1998,PC,10.1 - 100 ha,368.0,12,0.44493882091212456
1998,PC,100.1 - 1 000 ha,1734.0,4,0.14831294030404152
1998,PC,1000 - 10 000 ha,25835.0,7,0.25954764553207266
1998,PC,Up to 0.1 ha,0.2,2,0.07415647015202076
1999,PC,0.11 - 1.0 ha,0.3,1,0.03707823507601038
1999,PC,1.1 - 10 ha,4.0,1,0.03707823507601038
1999,PC,10 000 - 100 000 ha,65803.0,1,0.03707823507601038
1999,PC,10.1 - 100 ha,345.0,6,0.22246941045606228
1999,PC,100.1 - 1 000 ha,1538.0,4,0.14831294030404152
1999,PC,1000 - 10 000 ha,1800.0,1,0.03707823507601038
1999,PC,Up to 0.1 ha,0.2,2,0.07415647015202076
2000,PC,0.11 - 1.0 ha,17.21,31,1.1494252873563218
2000,PC,1.1 - 10 ha,111.0,24,0.8898776418242491
2000,PC,10.1 - 100 ha,703.0,20,0.7415647015202077
2000,PC,100.1 - 1 000 ha,4003.0,9,0.33370411568409347
2000,PC,1000 - 10 000 ha,8170.0,6,0.22246941045606228
2000,PC,Up to 0.1 ha,3.21,38,1.4089729328883944
2001,PC,0.11 - 1.0 ha,15.9,28,1.0381905821282906
2001,PC,1.1 - 10 ha,82.9,18,0.6674082313681869
2001,PC,10.1 - 100 ha,613.9,15,0.5561735261401557
2001,PC,100.1 - 1 000 ha,5247.3,13,0.482017055988135
2001,PC,1000 - 10 000 ha,19030.1,5,0.18539117538005193
2001,PC,Up to 0.1 ha,2.945,49,1.8168335187245088
2002,PC,0.11 - 1.0 ha,10.1,23,0.8527994067482388
2002,PC,1.1 - 10 ha,41.69,10,0.37078235076010385
2002,PC,10.1 - 100 ha,567.0,14,0.5190952910641453
2002,PC,100.1 - 1 000 ha,451.0,3,0.11123470522803114
2002,PC,1000 - 10 000 ha,7810.0,3,0.11123470522803114
2002,PC,Up to 0.1 ha,4.43,50,1.853911753800519
2003,PC,0.11 - 1.0 ha,13.85,30,1.1123470522803114
2003,PC,1.1 - 10 ha,99.7,19,0.7044864664441972
2003,PC,10 000 - 100 000 ha,112913.0,2,0.07415647015202076
2003,PC,10.1 - 100 ha,403.5,9,0.33370411568409347
2003,PC,100.1 - 1 000 ha,4430.5,11,0.4078605858361142
2003,PC,1000 - 10 000 ha,34083.0,8,0.29662588060808304
2003,PC,Up to 0.1 ha,4.901,50,1.853911753800519
2004,PC,0.11 - 1.0 ha,18.85,27,1.0011123470522802
2004,PC,1.1 - 10 ha,37.0,9,0.33370411568409347
2004,PC,10 000 - 100 000 ha,162530.0,3,0.11123470522803114
2004,PC,10.1 - 100 ha,321.0,9,0.33370411568409347
2004,PC,100.1 - 1 000 ha,3960.0,6,0.22246941045606228
2004,PC,1000 - 10 000 ha,31860.0,9,0.33370411568409347
2004,PC,Up to 0.1 ha,2.8926,38,1.4089729328883944
2005,PC,0.11 - 1.0 ha,14.05,22,0.8157211716722284
2005,PC,1.1 - 10 ha,91.5,18,0.6674082313681869
2005,PC,10 000 - 100 000 ha,13750.0,1,0.03707823507601038
2005,PC,10.1 - 100 ha,623.0,13,0.482017055988135
2005,PC,100.1 - 1 000 ha,3675.0,7,0.25954764553207266
2005,PC,1000 - 10 000 ha,19159.0,7,0.25954764553207266
2005,PC,Up to 0.1 ha,3.471,39,1.4460511679644048
2006,PC,0.11 - 1.0 ha,16.2,35,1.2977382276603633
2006,PC,1.1 - 10 ha,126.5,28,1.0381905821282906
2006,PC,10.1 - 100 ha,652.22,16,0.5932517612161661
2006,PC,100.1 - 1 000 ha,4980.0,13,0.482017055988135
2006,PC,1000 - 10 000 ha,27057.0,10,0.37078235076010385
2006,PC,Up to 0.1 ha,4.15,47,1.7426770485724878
2007,PC,0.11 - 1.0 ha,7.25,13,0.482017055988135
2007,PC,1.1 - 10 ha,50.6,9,0.33370411568409347
2007,PC,10 000 - 100 000 ha,89204.0,1,0.03707823507601038
2007,PC,10.1 - 100 ha,217.0,7,0.25954764553207266
2007,PC,100.1 - 1 000 ha,2974.0,8,0.29662588060808304
2007,PC,1000 - 10 000 ha,6700.0,1,0.03707823507601038
2007,PC,Over 100 000,125208.0,1,0.03707823507601038
2007,PC,Up to 0.1 ha,2.73,55,2.0393029291805713
2008,PC,0.11 - 1.0 ha,9.66,19,0.7044864664441972
2008,PC,1.1 - 10 ha,87.6,16,0.5932517612161661
2008,PC,10.1 - 100 ha,443.0,15,0.5561735261401557
2008,PC,100.1 - 1 000 ha,3581.0,10,0.37078235076010385
2008,PC,1000 - 10 000 ha,18214.0,6,0.22246941045606228
2008,PC,Up to 0.1 ha,3.463,62,2.2988505747126435
2009,PC,0.11 - 1.0 ha,13.532,26,0.96403411197627
2009,PC,1.1 - 10 ha,96.1,18,0.6674082313681869
2009,PC,10 000 - 100 000 ha,19352.0,1,0.03707823507601038
2009,PC,10.1 - 100 ha,842.3,21,0.778642936596218
2009,PC,100.1 - 1 000 ha,4475.0,12,0.44493882091212456
2009,PC,1000 - 10 000 ha,18079.12,9,0.33370411568409347
2009,PC,Up to 0.1 ha,3.526,66,2.4471635150166855
2010,PC,0.11 - 1.0 ha,7.2,14,0.5190952910641453
2010,PC,1.1 - 10 ha,90.9,20,0.7415647015202077
2010,PC,10.1 - 100 ha,555.54,16,0.5932517612161661
2010,PC,100.1 - 1 000 ha,1864.0,8,0.29662588060808304
2010,PC,1000 - 10 000 ha,5463.0,2,0.07415647015202076
2010,PC,Up to 0.1 ha,2.7014,64,2.3730070448646643
2011,PC,0.11 - 1.0 ha,5.05,14,0.5190952910641453
2011,PC,1.1 - 10 ha,56.0,12,0.44493882091212456
2011,PC,10 000 - 100 000 ha,78453.0,3,0.11123470522803114
2011,PC,10.1 - 100 ha,675.2,17,0.6303299962921765
2011,PC,100.1 - 1 000 ha,2073.0,5,0.18539117538005193
2011,PC,1000 - 10 000 ha,8713.0,4,0.14831294030404152
2011,PC,Up to 0.1 ha,0.543,39,1.4460511679644048
2012,PC,0.11 - 1.0 ha,8.25,15,0.5561735261401557
2012,PC,1.1 - 10 ha,69.5,14,0.5190952910641453
2012,PC,10 000 - 100 000 ha,118134.0,5,0.18539117538005193
2012,PC,10.1 - 100 ha,1013.1,19,0.7044864664441972
2012,PC,100.1 - 1 000 ha,2591.0,8,0.29662588060808304
2012,PC,1000 - 10 000 ha,38058.0,11,0.4078605858361142
2012,PC,Over 100 000,114628.0,1,0.03707823507601038
2012,PC,Up to 0.1 ha,1.6661,35,1.2977382276603633
2013,PC,0.11 - 1.0 ha,8.5,14,0.5190952910641453
2013,PC,1.1 - 10 ha,103.96,28,1.0381905821282906
2013,PC,10 000 - 100 000 ha,10307.3,1,0.03707823507601038
2013,PC,10.1 - 100 ha,1045.0,25,0.9269558769002595
2013,PC,100.1 - 1 000 ha,4740.1,9,0.33370411568409347
2013,PC,1000 - 10 000 ha,43638.0,11,0.4078605858361142
2013,PC,Up to 0.1 ha,0.9112,34,1.260659992584353
2014,PC,0.11 - 1.0 ha,7.55,14,0.5190952910641453
2014,PC,1.1 - 10 ha,69.16,15,0.5561735261401557
2014,PC,10 000 - 100 000 ha,237817.2,6,0.22246941045606228
2014,PC,10.1 - 100 ha,662.7,12,0.44493882091212456
2014,PC,100.1 - 1 000 ha,1482.5,6,0.22246941045606228
2014,PC,1000 - 10 000 ha,30277.8,7,0.25954764553207266
2014,PC,Up to 0.1 ha,0.7931,17,0.6303299962921765
2015,PC,0.11 - 1.0 ha,9.8,22,0.8157211716722284
2015,PC,1.1 - 10 ha,77.1,21,0.778642936596218
2015,PC,10 000 - 100 000 ha,197821.1,10,0.37078235076010385
2015,PC,10.1 - 100 ha,1066.7,23,0.8527994067482388
2015,PC,100.1 - 1 000 ha,13338.9,25,0.9269558769002595
2015,PC,1000 - 10 000 ha,38333.4,11,0.4078605858361142
2015,PC,Over 100 000,214381.4,1,0.03707823507601038
2015,PC,Up to 0.1 ha,1.2202,37,1.371894697812384
2016,PC,0.11 - 1.0 ha,5.9394,13,0.482017055988135
2016,PC,1.1 - 10 ha,32.8,11,0.4078605858361142
2016,PC,10.1 - 100 ha,307.7,13,0.482017055988135
2016,PC,100.1 - 1 000 ha,5034.9,13,0.482017055988135
2016,PC,1000 - 10 000 ha,5797.3,1,0.03707823507601038
2016,PC,Up to 0.1 ha,0.8609,38,1.4089729328883944
2017,PC,0.11 - 1.0 ha,12.726,26,0.96403411197627
2017,PC,1.1 - 10 ha,67.9,15,0.5561735261401557
2017,PC,10 000 - 100 000 ha,84411.9,4,0.14831294030404152
2017,PC,10.1 - 100 ha,600.08,14,0.5190952910641453
2017,PC,100.1 - 1 000 ha,6064.3,10,0.37078235076010385
2017,PC,1000 - 10 000 ha,28160.27,8,0.29662588060808304
2017,PC,Up to 0.1 ha,2.73711,102,3.781979977753059
2018,PC,0.11 - 1.0 ha,10.883,21,0.778642936596218
2018,PC,1.1 - 10 ha,77.43,22,0.8157211716722284
2018,PC,10 000 - 100 000 ha,48671.6,2,0.07415647015202076
2018,PC,10.1 - 100 ha,353.3,11,0.4078605858361142
2018,PC,100.1 - 1 000 ha,2530.2,10,0.37078235076010385
2018,PC,1000 - 10 000 ha,23915.9,6,0.22246941045606228
2018,PC,Up to 0.1 ha,2.9122,97,3.596588802373007
2019,PC,0.11 - 1.0 ha,2.88,9,0.33370411568409347
2019,PC,1.1 - 10 ha,37.849,9,0.33370411568409347
2019,PC,10 000 - 100 000 ha,97309.6,2,0.07415647015202076
2019,PC,10.1 - 100 ha,451.21,12,0.44493882091212456
2019,PC,100.1 - 1 000 ha,5076.7,10,0.37078235076010385
2019,PC,1000 - 10 000 ha,15216.7,6,0.22246941045606228
2019,PC,Up to 0.1 ha,1.25421,39,1.4460511679644048
1990,QC,0.11 - 1.0 ha,86.3,181,0.8528885119215908
1990,QC,1.1 - 10 ha,475.3,132,0.6219960418433701
1990,QC,10 000 - 100 000 ha,27031.0,2,0.009424182452172275
1990,QC,10.1 - 100 ha,1167.8,42,0.19790783149561775
1990,QC,100.1 - 1 000 ha,8173.0,23,0.10837809819998115
1990,QC,1000 - 10 000 ha,46399.0,12,0.05654509471303364
1990,QC,Up to 0.1 ha,10.2,459,2.1628498727735366
1991,QC,0.11 - 1.0 ha,132.8,269,1.267552539817171
1991,QC,1.1 - 10 ha,554.9,158,0.7445104137216096
1991,QC,10 000 - 100 000 ha,225050.0,6,0.02827254735651682
1991,QC,10.1 - 100 ha,1401.7,48,0.22618037885213457
1991,QC,100.1 - 1 000 ha,7549.0,28,0.13193855433041185
1991,QC,1000 - 10 000 ha,52627.0,13,0.06125718593911979
1991,QC,Over 100 000,151000.0,1,0.0047120912260861375
1991,QC,Up to 0.1 ha,16.0,693,3.265479219677693
1992,QC,0.11 - 1.0 ha,98.1,223,1.0507963434172085
1992,QC,1.1 - 10 ha,447.9,133,0.6267081330694562
1992,QC,10.1 - 100 ha,1213.7,44,0.20733201394779002
1992,QC,100.1 - 1 000 ha,4108.0,12,0.05654509471303364
1992,QC,1000 - 10 000 ha,21235.0,7,0.03298463858260296
1992,QC,Up to 0.1 ha,8.8,346,1.6303835642258033
1993,QC,0.11 - 1.0 ha,55.2,115,0.5418904909999057
1993,QC,1.1 - 10 ha,230.7,72,0.33927056827820185
1993,QC,10 000 - 100 000 ha,123525.0,3,0.01413627367825841
1993,QC,10.1 - 100 ha,466.1,17,0.08010555084346432
1993,QC,100.1 - 1 000 ha,980.0,2,0.009424182452172275
1993,QC,1000 - 10 000 ha,2970.0,1,0.0047120912260861375
1993,QC,Up to 0.1 ha,7.0,333,1.5691263782866838
1994,QC,0.11 - 1.0 ha,69.2,153,0.720949957591179
1994,QC,1.1 - 10 ha,329.2,87,0.4099519366694939
1994,QC,10 000 - 100 000 ha,100175.0,2,0.009424182452172275
1994,QC,10.1 - 100 ha,767.8,21,0.09895391574780887
1994,QC,100.1 - 1 000 ha,5659.0,15,0.07068136839129206
1994,QC,1000 - 10 000 ha,9036.0,3,0.01413627367825841
1994,QC,Up to 0.1 ha,4.1,218,1.027235887286778
1995,QC,0.11 - 1.0 ha,134.3,272,1.2816888134954292
1995,QC,1.1 - 10 ha,656.6,184,0.8670247855998492
1995,QC,10 000 - 100 000 ha,523328.0,13,0.06125718593911979
1995,QC,10.1 - 100 ha,3116.9,92,0.4335123927999246
1995,QC,100.1 - 1 000 ha,14679.0,43,0.20261992272170387
1995,QC,1000 - 10 000 ha,60800.0,21,0.09895391574780887
1995,QC,Over 100 000,125000.0,1,0.0047120912260861375
1995,QC,Up to 0.1 ha,11.9,639,3.0110262934690413
1996,QC,0.11 - 1.0 ha,108.7,219,1.031947978512864
1996,QC,1.1 - 10 ha,923.0,228,1.0743567995476393
1996,QC,10 000 - 100 000 ha,473273.0,24,0.11309018942606729
1996,QC,10.1 - 100 ha,4322.9,107,0.5041937611912166
1996,QC,100.1 - 1 000 ha,28988.0,76,0.3581189331825464
1996,QC,1000 - 10 000 ha,183964.4,50,0.23560456130430682
1996,QC,Up to 0.1 ha,9.6,546,2.572801809443031
1997,QC,0.11 - 1.0 ha,98.2,213,1.0036754311563472
1997,QC,1.1 - 10 ha,356.5,95,0.447648666478183
1997,QC,10 000 - 100 000 ha,267405.0,13,0.06125718593911979
1997,QC,10.1 - 100 ha,1173.4,32,0.1507869192347564
1997,QC,100.1 - 1 000 ha,6843.0,19,0.0895297332956366
1997,QC,1000 - 10 000 ha,117194.0,32,0.1507869192347564
1997,QC,Up to 0.1 ha,9.1,472,2.2241070587126566
1998,QC,0.11 - 1.0 ha,82.5,191,0.9000094241824522
1998,QC,1.1 - 10 ha,284.8,102,0.48063330506078594
1998,QC,10 000 - 100 000 ha,238464.0,11,0.051833003486947506
