Year,Location,Fire size class,Area_hectares,Number,Number_Percentage
1990,MB,1000 - 10 000 ha,8238.3,5,0.03620826996886089
1990,MB,Up to 0.1 ha,16.5,165,1.1948729089724093
1991,MB,0.11 - 1.0 ha,111.5,203,1.470055760735752
1991,MB,1.1 - 10 ha,545.6,141,1.021073213121877
1991,MB,10 000 - 100 000 ha,91455.0,4,0.028966615975088712
1991,MB,10.1 - 100 ha,3339.2,86,0.6227822434644072
1991,MB,100.1 - 1 000 ha,12449.0,42,0.30414946773843143
1991,MB,1000 - 10 000 ha,43067.3,14,0.1013831559128105
1991,MB,Up to 0.1 ha,18.1,182,1.3179810268665362
1992,MB,0.11 - 1.0 ha,47.2,94,0.6807154754145847
1992,MB,1.1 - 10 ha,304.9,78,0.5648490115142298
1992,MB,10 000 - 100 000 ha,270806.0,6,0.043449923962633065
1992,MB,10.1 - 100 ha,1420.7,37,0.2679411977695706
1992,MB,100.1 - 1 000 ha,5560.0,16,0.11586646390035485
1992,MB,1000 - 10 000 ha,30369.3,9,0.0651748859439496
1992,MB,Over 100 000,125260.0,1,0.007241653993772178
1992,MB,Up to 0.1 ha,5.7,57,0.4127742776450141
1993,MB,0.11 - 1.0 ha,38.0,73,0.528640741545369
1993,MB,1.1 - 10 ha,240.1,55,0.3982909696574698
1993,MB,10 000 - 100 000 ha,52229.0,3,0.021724961981316532
1993,MB,10.1 - 100 ha,1155.0,31,0.2244912738069375
1993,MB,100.1 - 1 000 ha,5145.8,19,0.13759142588167136
1993,MB,1000 - 10 000 ha,8461.0,3,0.021724961981316532
1993,MB,Up to 0.1 ha,5.5,55,0.3982909696574698
1994,MB,0.11 - 1.0 ha,111.7,164,1.1876312549786372
1994,MB,1.1 - 10 ha,482.0,126,0.9124484032152944
1994,MB,10 000 - 100 000 ha,630365.0,15,0.10862480990658267
1994,MB,10.1 - 100 ha,2779.0,83,0.6010572814830907
1994,MB,100.1 - 1 000 ha,16234.0,49,0.3548410456948367
1994,MB,1000 - 10 000 ha,88419.0,21,0.15207473386921572
1994,MB,Over 100 000,690386.0,4,0.028966615975088712
1994,MB,Up to 0.1 ha,9.0,93,0.6734738214208125
1995,MB,0.11 - 1.0 ha,125.7,232,1.6800637265551452
1995,MB,1.1 - 10 ha,402.0,117,0.8472735172713448
1995,MB,10 000 - 100 000 ha,746848.0,26,0.1882830038380766
1995,MB,10.1 - 100 ha,3081.7,80,0.5793323195017742
1995,MB,100.1 - 1 000 ha,11844.3,30,0.21724961981316535
1995,MB,1000 - 10 000 ha,126921.3,35,0.2534578897820262
1995,MB,Up to 0.1 ha,14.2,142,1.0283148671156492
1996,MB,0.11 - 1.0 ha,57.8,119,0.8617568252588892
1996,MB,1.1 - 10 ha,385.5,113,0.818306901296256
1996,MB,10 000 - 100 000 ha,42167.0,3,0.021724961981316532
1996,MB,10.1 - 100 ha,2108.3,60,0.4344992396263307
1996,MB,100.1 - 1 000 ha,9318.3,26,0.1882830038380766
1996,MB,1000 - 10 000 ha,71281.4,20,0.14483307987544355
1996,MB,Up to 0.1 ha,8.1,83,0.6010572814830907
1997,MB,0.11 - 1.0 ha,75.1,130,0.9414150191903831
1997,MB,1.1 - 10 ha,366.4,92,0.6662321674270403
1997,MB,10.1 - 100 ha,1956.4,54,0.3910493156636976
1997,MB,100.1 - 1 000 ha,8234.6,24,0.17379969585053226
1997,MB,1000 - 10 000 ha,31160.2,8,0.057933231950177425
1997,MB,Up to 0.1 ha,6.4,65,0.47070750959519153
1998,MB,0.11 - 1.0 ha,81.4,132,0.9558983271779274
1998,MB,1.1 - 10 ha,630.4,151,1.0934897530595988
1998,MB,10 000 - 100 000 ha,272604.0,8,0.057933231950177425
1998,MB,10.1 - 100 ha,2429.0,78,0.5648490115142298
1998,MB,100.1 - 1 000 ha,9119.4,25,0.18104134984430442
1998,MB,1000 - 10 000 ha,61329.7,18,0.1303497718878992
1998,MB,Over 100 000,104368.0,1,0.007241653993772178
1998,MB,Up to 0.1 ha,10.2,103,0.7458903613585343
1999,MB,0.11 - 1.0 ha,102.4,169,1.223839524947498
1999,MB,1.1 - 10 ha,712.2,182,1.3179810268665362
1999,MB,10 000 - 100 000 ha,47942.0,3,0.021724961981316532
1999,MB,10.1 - 100 ha,2800.0,72,0.5213990875515968
1999,MB,100.1 - 1 000 ha,14207.2,46,0.33311608371352014
1999,MB,1000 - 10 000 ha,44677.2,15,0.10862480990658267
1999,MB,Up to 0.1 ha,12.5,126,0.9124484032152944
2000,MB,0.11 - 1.0 ha,37.91,148,1.0717647910782824
2000,MB,1.1 - 10 ha,335.788,120,0.8689984792526614
2000,MB,10 000 - 100 000 ha,47689.892,2,0.014483307987544356
2000,MB,10.1 - 100 ha,1611.878,45,0.325874429719748
2000,MB,100.1 - 1 000 ha,8568.893,24,0.17379969585053226
2000,MB,1000 - 10 000 ha,53454.911,14,0.1013831559128105
2001,MB,0.11 - 1.0 ha,54.81,214,1.549713954667246
2001,MB,1.1 - 10 ha,655.74,200,1.4483307987544354
2001,MB,10.1 - 100 ha,2196.497,59,0.4272575856325585
2001,MB,100.1 - 1 000 ha,12075.571,34,0.24621623578825405
2001,MB,1000 - 10 000 ha,65539.211,20,0.14483307987544355
2002,MB,0.11 - 1.0 ha,86.372,338,2.447679049894996
2002,MB,1.1 - 10 ha,820.207,257,1.8611050763994497
2002,MB,10 000 - 100 000 ha,30490.126,2,0.014483307987544356
2002,MB,10.1 - 100 ha,3580.399,104,0.7531320153523064
2002,MB,100.1 - 1 000 ha,12005.02,38,0.27518285176334273
2002,MB,1000 - 10 000 ha,48422.666,16,0.11586646390035485
2003,MB,0.11 - 1.0 ha,125.452,555,4.019117966543559
2003,MB,1.1 - 10 ha,870.486,312,2.2593960460569193
2003,MB,10 000 - 100 000 ha,680784.338,23,0.16655804185676007
2003,MB,10.1 - 100 ha,7994.648,204,1.4772974147295241
2003,MB,100.1 - 1 000 ha,22722.052,57,0.4127742776450141
2003,MB,1000 - 10 000 ha,225679.451,56,0.405532623651242
2004,MB,1.1 - 10 ha,55.9,11,0.07965819393149395
2004,MB,10.1 - 100 ha,401.2,15,0.10862480990658267
2004,MB,100.1 - 1 000 ha,8158.5,22,0.1593163878629879
2004,MB,1000 - 10 000 ha,18204.8,6,0.043449923962633065
2005,MB,0.11 - 1.0 ha,45.8,78,0.5648490115142298
2005,MB,1.1 - 10 ha,240.0,63,0.4562242016076472
2005,MB,10 000 - 100 000 ha,11749.0,1,0.007241653993772178
2005,MB,10.1 - 100 ha,701.0,15,0.10862480990658267
2005,MB,100.1 - 1 000 ha,9422.8,19,0.13759142588167136
2005,MB,1000 - 10 000 ha,50516.0,12,0.08689984792526613
2005,MB,Up to 0.1 ha,6.0,60,0.4344992396263307
2006,MB,0.11 - 1.0 ha,120.9,236,1.709030342530234
2006,MB,1.1 - 10 ha,390.9,100,0.7241653993772177
2006,MB,10 000 - 100 000 ha,87236.8,5,0.03620826996886089
2006,MB,10.1 - 100 ha,2116.4,43,0.3113911217322036
2006,MB,100.1 - 1 000 ha,8874.3,23,0.16655804185676007
2006,MB,1000 - 10 000 ha,67285.6,21,0.15207473386921572
2006,MB,Up to 0.1 ha,25.4,254,1.8393801144181332
2007,MB,0.11 - 1.0 ha,52.1,123,0.8907234412339778
2007,MB,1.1 - 10 ha,277.6,77,0.5576073575204576
2007,MB,10 000 - 100 000 ha,279579.0,9,0.0651748859439496
2007,MB,10.1 - 100 ha,1251.4,31,0.2244912738069375
2007,MB,100.1 - 1 000 ha,8430.6,17,0.12310811789412703
2007,MB,1000 - 10 000 ha,46679.0,14,0.1013831559128105
2007,MB,Up to 0.1 ha,11.1,111,0.8038235933087118
2008,MB,0.11 - 1.0 ha,70.4,136,0.9848649431530162
2008,MB,1.1 - 10 ha,301.3,85,0.6155405894706351
2008,MB,10 000 - 100 000 ha,78746.1,3,0.021724961981316532
2008,MB,10.1 - 100 ha,1638.9,41,0.2969078137446593
2008,MB,100.1 - 1 000 ha,6094.8,15,0.10862480990658267
2008,MB,1000 - 10 000 ha,63811.1,17,0.12310811789412703
2008,MB,Up to 0.1 ha,10.0,100,0.7241653993772177
2009,MB,0.11 - 1.0 ha,32.3,60,0.4344992396263307
2009,MB,1.1 - 10 ha,172.7,47,0.34035773770729233
2009,MB,10.1 - 100 ha,887.2,24,0.17379969585053226
2009,MB,100.1 - 1 000 ha,1775.0,5,0.03620826996886089
2009,MB,Up to 0.1 ha,4.8,48,0.3475993917010645
2010,MB,0.11 - 1.0 ha,85.6,171,1.2383228329350424
2010,MB,1.1 - 10 ha,493.8,125,0.9052067492215222
2010,MB,10 000 - 100 000 ha,96895.3,4,0.028966615975088712
2010,MB,10.1 - 100 ha,1804.3,52,0.3765660076761532
2010,MB,100.1 - 1 000 ha,13958.2,42,0.30414946773843143
2010,MB,1000 - 10 000 ha,74240.3,23,0.16655804185676007
2010,MB,Up to 0.1 ha,16.6,166,1.2021145629661814
2011,MB,0.11 - 1.0 ha,51.8,103,0.7458903613585343
2011,MB,1.1 - 10 ha,202.8,63,0.4562242016076472
2011,MB,10 000 - 100 000 ha,103126.5,4,0.028966615975088712
2011,MB,10.1 - 100 ha,746.9,20,0.14483307987544355
2011,MB,100.1 - 1 000 ha,4935.7,13,0.0941415019190383
2011,MB,1000 - 10 000 ha,17769.9,5,0.03620826996886089
2011,MB,Up to 0.1 ha,10.7,107,0.774856977333623
2012,MB,0.11 - 1.0 ha,75.5,157,1.1369396770222318
2012,MB,1.1 - 10 ha,307.1,84,0.6082989354768629
2012,MB,10 000 - 100 000 ha,96528.1,6,0.043449923962633065
2012,MB,10.1 - 100 ha,2591.2,65,0.47070750959519153
2012,MB,100.1 - 1 000 ha,16461.7,42,0.30414946773843143
2012,MB,1000 - 10 000 ha,100913.3,29,0.21000796581939316
2012,MB,Up to 0.1 ha,11.4,114,0.8255485552900282
2013,MB,0.11 - 1.0 ha,66.5,130,0.9414150191903831
2013,MB,1.1 - 10 ha,296.2,85,0.6155405894706351
2013,MB,10 000 - 100 000 ha,664055.9,23,0.16655804185676007
2013,MB,10.1 - 100 ha,2545.0,54,0.3910493156636976
2013,MB,100.1 - 1 000 ha,16270.6,44,0.3186327757259758
2013,MB,1000 - 10 000 ha,116475.1,31,0.2244912738069375
2013,MB,Over 100 000,315693.0,2,0.014483307987544356
2013,MB,Up to 0.1 ha,12.5,125,0.9052067492215222
2014,MB,0.11 - 1.0 ha,32.8,70,0.5069157795640524
2014,MB,1.1 - 10 ha,166.5,47,0.34035773770729233
2014,MB,10.1 - 100 ha,943.0,30,0.21724961981316535
2014,MB,100.1 - 1 000 ha,5903.2,20,0.14483307987544355
2014,MB,1000 - 10 000 ha,32055.3,7,0.05069157795640525
2014,MB,Up to 0.1 ha,7.1,71,0.5141574335578246
2015,MB,0.11 - 1.0 ha,55.3,102,0.7386487073647621
2015,MB,1.1 - 10 ha,448.3,127,0.9196900572090666
2015,MB,10.1 - 100 ha,2115.7,64,0.4634658556014194
2015,MB,100.1 - 1 000 ha,14974.6,42,0.30414946773843143
2015,MB,1000 - 10 000 ha,50526.9,16,0.11586646390035485
2015,MB,Up to 0.1 ha,10.8,108,0.7820986313273952
2016,MB,0.11 - 1.0 ha,21.7,42,0.30414946773843143
2016,MB,1.1 - 10 ha,250.3,49,0.3548410456948367
2016,MB,10 000 - 100 000 ha,12648.5,1,0.007241653993772178
2016,MB,10.1 - 100 ha,1589.3,35,0.2534578897820262
2016,MB,100.1 - 1 000 ha,6629.5,21,0.15207473386921572
2016,MB,1000 - 10 000 ha,17263.5,7,0.05069157795640525
2016,MB,Up to 0.1 ha,4.7,47,0.34035773770729233
2017,MB,0.11 - 1.0 ha,64.0,139,1.0065899051343328
2017,MB,1.1 - 10 ha,336.1,87,0.6300238974581794
2017,MB,10 000 - 100 000 ha,78087.6,5,0.03620826996886089
2017,MB,10.1 - 100 ha,3320.3,81,0.5865739734955464
2017,MB,100.1 - 1 000 ha,24880.3,66,0.4779491635889637
2017,MB,1000 - 10 000 ha,116477.3,40,0.2896661597508871
2017,MB,Up to 0.1 ha,13.9,139,1.0065899051343328
2018,MB,0.11 - 1.0 ha,57.7,122,0.8834817872402057
2018,MB,1.1 - 10 ha,358.2,91,0.6589905134332681
2018,MB,10 000 - 100 000 ha,146435.1,5,0.03620826996886089
2018,MB,10.1 - 100 ha,2848.9,72,0.5213990875515968
2018,MB,100.1 - 1 000 ha,14411.2,42,0.30414946773843143
2018,MB,1000 - 10 000 ha,70098.7,25,0.18104134984430442
2018,MB,Up to 0.1 ha,11.9,119,0.8617568252588892
2019,MB,0.11 - 1.0 ha,33.8,65,0.47070750959519153
2019,MB,1.1 - 10 ha,221.7,57,0.4127742776450141
2019,MB,10 000 - 100 000 ha,37445.4,2,0.014483307987544356
2019,MB,10.1 - 100 ha,2488.8,66,0.4779491635889637
2019,MB,100.1 - 1 000 ha,9986.0,29,0.21000796581939316
2019,MB,1000 - 10 000 ha,21106.3,7,0.05069157795640525
2019,MB,Up to 0.1 ha,5.2,52,0.3765660076761532
1990,NB,0.11 - 1.0 ha,42.9,77,0.771156735102654
1990,NB,1.1 - 10 ha,149.7,46,0.46069103655483223
1990,NB,10.1 - 100 ha,28.8,2,0.020030045067601403
1990,NB,1000 - 10 000 ha,5984.0,2,0.020030045067601403
1990,NB,Up to 0.1 ha,13.0,250,2.5037556334501754
1991,NB,0.11 - 1.0 ha,97.9,172,1.7225838758137206
1991,NB,1.1 - 10 ha,288.8,93,0.9313970956434652
1991,NB,10.1 - 100 ha,217.0,11,0.11016524787180772
1991,NB,100.1 - 1 000 ha,335.0,1,0.010015022533800702
1991,NB,1000 - 10 000 ha,2600.0,1,0.010015022533800702
1991,NB,Up to 0.1 ha,20.3,378,3.7856785177766654
1992,NB,0.11 - 1.0 ha,95.4,170,1.7025538307461192
1992,NB,1.1 - 10 ha,408.7,110,1.1016524787180773
1992,NB,10.1 - 100 ha,662.3,22,0.22033049574361543
1992,NB,100.1 - 1 000 ha,1181.0,2,0.020030045067601403
1992,NB,1000 - 10 000 ha,3035.0,1,0.010015022533800702
1992,NB,Up to 0.1 ha,16.5,271,2.71407110665999
1993,NB,0.11 - 1.0 ha,78.1,119,1.1917876815222834
1993,NB,1.1 - 10 ha,240.7,74,0.7411116675012519
1993,NB,10.1 - 100 ha,126.4,8,0.08012018027040561
1993,NB,100.1 - 1 000 ha,318.0,1,0.010015022533800702
1993,NB,Up to 0.1 ha,15.1,228,2.2834251377065597
1994,NB,0.11 - 1.0 ha,80.6,153,1.5322984476715074
1994,NB,1.1 - 10 ha,254.6,76,0.7611417125688533
1994,NB,10.1 - 100 ha,271.4,11,0.11016524787180772
1994,NB,100.1 - 1 000 ha,227.0,1,0.010015022533800702
1994,NB,Up to 0.1 ha,19.7,277,2.7741612418627946
1995,NB,0.11 - 1.0 ha,66.6,118,1.1817726589884827
1995,NB,1.1 - 10 ha,190.5,55,0.5508262393590386
1995,NB,10.1 - 100 ha,283.0,10,0.10015022533800699
1995,NB,Up to 0.1 ha,29.4,364,3.645468202303455
1996,NB,0.11 - 1.0 ha,66.7,110,1.1016524787180773
1996,NB,1.1 - 10 ha,136.7,44,0.44066099148723087
1996,NB,10.1 - 100 ha,276.0,6,0.06009013520280421
1996,NB,100.1 - 1 000 ha,1520.0,3,0.030045067601402103
1996,NB,Up to 0.1 ha,17.4,204,2.0430645968953427
1997,NB,0.11 - 1.0 ha,65.5,111,1.111667501251878
1997,NB,1.1 - 10 ha,134.5,41,0.41061592388582874
1997,NB,10.1 - 100 ha,45.4,2,0.020030045067601403
1997,NB,Up to 0.1 ha,18.5,214,2.1432148222333502
1998,NB,0.11 - 1.0 ha,45.2,74,0.7411116675012519
1998,NB,1.1 - 10 ha,87.0,32,0.32048072108162245
1998,NB,10.1 - 100 ha,129.0,4,0.04006009013520281
1998,NB,100.1 - 1 000 ha,136.0,1,0.010015022533800702
1998,NB,Up to 0.1 ha,15.2,177,1.772658988482724
1999,NB,0.11 - 1.0 ha,84.6,151,1.512268402603906
1999,NB,1.1 - 10 ha,296.5,84,0.8412618928392589
1999,NB,10.1 - 100 ha,367.0,15,0.15022533800701052
1999,NB,100.1 - 1 000 ha,671.5,2,0.020030045067601403
1999,NB,Up to 0.1 ha,33.2,355,3.5553329994992486
2000,NB,0.11 - 1.0 ha,53.5,97,0.971457185778668
2000,NB,1.1 - 10 ha,190.9,55,0.5508262393590386
2000,NB,10.1 - 100 ha,105.3,4,0.04006009013520281
2000,NB,100.1 - 1 000 ha,125.0,1,0.010015022533800702
2000,NB,Up to 0.1 ha,16.4,176,1.7626439659489235
2001,NB,0.11 - 1.0 ha,92.6,165,1.6524787180771157
2001,NB,1.1 - 10 ha,300.0,87,0.871306960440661
2001,NB,10.1 - 100 ha,348.0,10,0.10015022533800699
2001,NB,Up to 0.1 ha,21.9,228,2.2834251377065597
2002,NB,0.11 - 1.0 ha,52.5,98,0.9814722083124687
2002,NB,1.1 - 10 ha,149.4,45,0.4506760140210316
2002,NB,10.1 - 100 ha,107.6,3,0.030045067601402103
2002,NB,Up to 0.1 ha,16.0,171,1.7125688532799197
2003,NB,0.11 - 1.0 ha,55.1,91,0.9113670505758638
2003,NB,1.1 - 10 ha,85.6,27,0.27040560841261896
2003,NB,10.1 - 100 ha,87.6,4,0.04006009013520281
2003,NB,Up to 0.1 ha,9.9,106,1.0615923885828744
2004,NB,0.11 - 1.0 ha,51.5,95,0.9514271407110666
2004,NB,1.1 - 10 ha,210.5,59,0.5908863294942414
2004,NB,10.1 - 100 ha,188.2,8,0.08012018027040561
2004,NB,Up to 0.1 ha,8.6,91,0.9113670505758638
2005,NB,0.11 - 1.0 ha,57.0,96,0.9614421632448673
2005,NB,1.1 - 10 ha,244.1,76,0.7611417125688533
2005,NB,10.1 - 100 ha,184.9,8,0.08012018027040561
2005,NB,Up to 0.1 ha,12.3,126,1.2618928392588884
2006,NB,0.11 - 1.0 ha,59.2,106,1.0615923885828744
2006,NB,1.1 - 10 ha,214.7,60,0.6009013520280421
2006,NB,10.1 - 100 ha,190.0,9,0.09013520280420631
2006,NB,100.1 - 1 000 ha,146.2,1,0.010015022533800702
2006,NB,Up to 0.1 ha,12.5,132,1.3219829744616927
2007,NB,0.11 - 1.0 ha,65.6,112,1.1216825237856785
2007,NB,1.1 - 10 ha,231.4,60,0.6009013520280421
2007,NB,10.1 - 100 ha,131.2,5,0.050075112669003496
2007,NB,100.1 - 1 000 ha,150.0,1,0.010015022533800702
2007,NB,Up to 0.1 ha,12.8,138,1.3820731096644967
2008,NB,0.11 - 1.0 ha,26.6,50,0.5007511266900351
2008,NB,1.1 - 10 ha,62.8,22,0.22033049574361543
2008,NB,10.1 - 100 ha,43.7,2,0.020030045067601403
2008,NB,Up to 0.1 ha,9.4,94,0.9414121181772659
2009,NB,0.11 - 1.0 ha,33.3,64,0.6409614421632449
2009,NB,1.1 - 10 ha,126.0,37,0.37055583375062595
2009,NB,10.1 - 100 ha,85.4,4,0.04006009013520281
2009,NB,Up to 0.1 ha,9.2,92,0.9213820731096645
2010,NB,0.11 - 1.0 ha,24.8,49,0.49073610415623437
2010,NB,1.1 - 10 ha,108.0,36,0.36054081121682524
2010,NB,10.1 - 100 ha,14.2,1,0.010015022533800702
2010,NB,Up to 0.1 ha,9.3,93,0.9313970956434652
2011,NB,0.11 - 1.0 ha,12.9,29,0.2904356534802203
2011,NB,1.1 - 10 ha,21.5,7,0.0701051577366049
2011,NB,Up to 0.1 ha,3.1,31,0.3104656985478217
2012,NB,0.11 - 1.0 ha,64.9,125,1.2518778167250877
2012,NB,1.1 - 10 ha,215.2,70,0.7010515773660491
2012,NB,10.1 - 100 ha,67.0,3,0.030045067601402103
2012,NB,Up to 0.1 ha,14.0,140,1.4021031547320981
2013,NB,0.11 - 1.0 ha,75.2,146,1.4621932899349024
2013,NB,1.1 - 10 ha,219.2,73,0.7310966449674512
2013,NB,10.1 - 100 ha,207.3,7,0.0701051577366049
2013,NB,100.1 - 1 000 ha,366.0,3,0.030045067601402103
2013,NB,Up to 0.1 ha,12.4,124,1.2418627941912868
2014,NB,0.11 - 1.0 ha,34.6,73,0.7310966449674512
2014,NB,1.1 - 10 ha,70.7,29,0.2904356534802203
2014,NB,Up to 0.1 ha,7.8,78,0.7811717576364546
2015,NB,0.11 - 1.0 ha,43.3,90,0.9013520280420632
2015,NB,1.1 - 10 ha,127.2,40,0.40060090135202797
2015,NB,10.1 - 100 ha,83.0,3,0.030045067601402103
2015,NB,Up to 0.1 ha,8.8,88,0.8813219829744617
2016,NB,0.11 - 1.0 ha,42.3,83,0.8312468703054582
2016,NB,1.1 - 10 ha,164.5,52,0.5207811717576364
2016,NB,10.1 - 100 ha,43.3,3,0.030045067601402103
2016,NB,Up to 0.1 ha,14.7,147,1.472208312468703
2017,NB,0.11 - 1.0 ha,32.8,69,0.6910365548322484
2017,NB,1.1 - 10 ha,51.4,17,0.1702553830746119
2017,NB,10.1 - 100 ha,53.1,2,0.020030045067601403
2017,NB,100.1 - 1 000 ha,415.0,1,0.010015022533800702
2017,NB,Up to 0.1 ha,15.6,156,1.5623435152729093
2018,NB,0.11 - 1.0 ha,40.6,77,0.771156735102654
2018,NB,1.1 - 10 ha,112.9,36,0.36054081121682524
2018,NB,10.1 - 100 ha,140.7,5,0.050075112669003496
2018,NB,Up to 0.1 ha,16.7,167,1.6725087631447173
2019,NB,0.11 - 1.0 ha,23.9,52,0.5207811717576364
2019,NB,1.1 - 10 ha,79.8,29,0.2904356534802203
2019,NB,10.1 - 100 ha,114.2,3,0.030045067601402103
2019,NB,Up to 0.1 ha,9.8,98,0.9814722083124687
1990,NL,0.11 - 1.0 ha,14.8,31,1.0258107213765717
1990,NL,1.1 - 10 ha,78.6,22,0.727994705493051
1990,NL,10.1 - 100 ha,77.3,2,0.06618133686300463
1990,NL,100.1 - 1 000 ha,4839.0,11,0.3639973527465255
1990,NL,1000 - 10 000 ha,19591.0,3,0.09927200529450694
1990,NL,Up to 0.1 ha,1.6,96,3.176704169424222
1991,NL,0.11 - 1.0 ha,14.3,29,0.9596293845135672
1991,NL,1.1 - 10 ha,51.0,16,0.5294506949040371
1991,NL,10.1 - 100 ha,371.4,9,0.29781601588352086
1991,NL,100.1 - 1 000 ha,3923.0,9,0.29781601588352086
1991,NL,1000 - 10 000 ha,52029.0,13,0.43017868960953015
1991,NL,Up to 0.1 ha,1.3,39,1.2905360688285903
1992,NL,0.11 - 1.0 ha,17.0,40,1.3236267372600927
1992,NL,1.1 - 10 ha,55.5,18,0.5956320317670417
1992,NL,10.1 - 100 ha,101.4,4,0.13236267372600927
1992,NL,100.1 - 1 000 ha,1635.0,4,0.13236267372600927
1992,NL,Up to 0.1 ha,0.8,40,1.3236267372600927
1993,NL,0.11 - 1.0 ha,14.0,23,0.7610853739245532
1993,NL,1.1 - 10 ha,21.0,4,0.13236267372600927
1993,NL,10.1 - 100 ha,19.6,1,0.03309066843150232
1993,NL,100.1 - 1 000 ha,2725.0,5,0.1654533421575116
1993,NL,1000 - 10 000 ha,25700.0,6,0.1985440105890139
1993,NL,Up to 0.1 ha,0.8,26,0.8603573792190603
1994,NL,0.11 - 1.0 ha,15.1,29,0.9596293845135672
1994,NL,1.1 - 10 ha,61.4,18,0.5956320317670417
1994,NL,10 000 - 100 000 ha,104000.0,2,0.06618133686300463
1994,NL,10.1 - 100 ha,274.3,8,0.26472534745201853
1994,NL,100.1 - 1 000 ha,2039.0,3,0.09927200529450694
1994,NL,1000 - 10 000 ha,3883.0,1,0.03309066843150232
1994,NL,Up to 0.1 ha,1.4,68,2.2501654533421576
1995,NL,0.11 - 1.0 ha,8.6,19,0.628722700198544
1995,NL,1.1 - 10 ha,68.7,21,0.6949040370615487
1995,NL,10.1 - 100 ha,223.2,7,0.2316346790205162
1995,NL,100.1 - 1 000 ha,400.0,2,0.06618133686300463
1995,NL,Up to 0.1 ha,0.6,37,1.2243547319655859
1996,NL,0.11 - 1.0 ha,8.9,21,0.6949040370615487
1996,NL,1.1 - 10 ha,16.6,6,0.1985440105890139
1996,NL,10 000 - 100 000 ha,29000.0,2,0.06618133686300463
1996,NL,10.1 - 100 ha,134.4,4,0.13236267372600927
1996,NL,100.1 - 1 000 ha,4179.0,8,0.26472534745201853
1996,NL,1000 - 10 000 ha,47970.0,15,0.4963600264725348
1996,NL,Up to 0.1 ha,1.5,55,1.8199867637326272
1997,NL,0.11 - 1.0 ha,14.0,26,0.8603573792190603
1997,NL,1.1 - 10 ha,24.1,9,0.29781601588352086
1997,NL,10.1 - 100 ha,107.1,4,0.13236267372600927
1997,NL,100.1 - 1 000 ha,399.3,2,0.06618133686300463
1997,NL,1000 - 10 000 ha,8000.0,1,0.03309066843150232
1997,NL,Up to 0.1 ha,0.2,36,1.1912640635340834
1998,NL,0.11 - 1.0 ha,21.1,39,1.2905360688285903
1998,NL,1.1 - 10 ha,99.6,29,0.9596293845135672
1998,NL,10 000 - 100 000 ha,11700.0,1,0.03309066843150232
1998,NL,10.1 - 100 ha,206.3,7,0.2316346790205162
1998,NL,100.1 - 1 000 ha,1741.0,5,0.1654533421575116
1998,NL,1000 - 10 000 ha,26391.0,7,0.2316346790205162
1998,NL,Up to 0.1 ha,2.2,92,3.044341495698213
1999,NL,0.11 - 1.0 ha,20.9,43,1.4228987425545996
1999,NL,1.1 - 10 ha,95.4,29,0.9596293845135672
1999,NL,10 000 - 100 000 ha,23812.0,1,0.03309066843150232
1999,NL,10.1 - 100 ha,328.9,9,0.29781601588352086
1999,NL,100.1 - 1 000 ha,3805.4,9,0.29781601588352086
1999,NL,1000 - 10 000 ha,10975.0,2,0.06618133686300463
1999,NL,Up to 0.1 ha,2.6,95,3.1436135009927204
2000,NL,0.11 - 1.0 ha,14.5,30,0.9927200529450696
2000,NL,1.1 - 10 ha,31.6,10,0.3309066843150232
2000,NL,10 000 - 100 000 ha,70545.497,3,0.09927200529450694
2000,NL,10.1 - 100 ha,169.191,3,0.09927200529450694
2000,NL,100.1 - 1 000 ha,3396.242,10,0.3309066843150232
2000,NL,1000 - 10 000 ha,29377.637,11,0.3639973527465255
2000,NL,Up to 0.1 ha,1.5,82,2.71343481138319
2001,NL,0.11 - 1.0 ha,16.3,33,1.0919920582395766
2001,NL,1.1 - 10 ha,41.9,11,0.3639973527465255
2001,NL,10.1 - 100 ha,281.3,7,0.2316346790205162
2001,NL,100.1 - 1 000 ha,624.688,2,0.06618133686300463
2001,NL,Up to 0.1 ha,1.4,128,4.2356055592322965
2002,NL,0.11 - 1.0 ha,13.4,24,0.7941760423560555
2002,NL,1.1 - 10 ha,39.1,8,0.26472534745201853
2002,NL,10 000 - 100 000 ha,10557.734,1,0.03309066843150232
2002,NL,10.1 - 100 ha,269.479,8,0.26472534745201853
2002,NL,100.1 - 1 000 ha,449.824,3,0.09927200529450694
2002,NL,1000 - 10 000 ha,3454.109,1,0.03309066843150232
2002,NL,Up to 0.1 ha,1.0,54,1.786896095301125
2003,NL,0.11 - 1.0 ha,10.5,26,0.8603573792190603
2003,NL,1.1 - 10 ha,43.2,16,0.5294506949040371
2003,NL,10.1 - 100 ha,145.569,4,0.13236267372600927
2003,NL,100.1 - 1 000 ha,2593.453,6,0.1985440105890139
2003,NL,1000 - 10 000 ha,24917.308,9,0.29781601588352086
2003,NL,Up to 0.1 ha,1.1,79,2.6141628060886832
2004,NL,0.11 - 1.0 ha,10.7,22,0.727994705493051
2004,NL,1.1 - 10 ha,74.7,17,0.5625413633355394
2004,NL,100.1 - 1 000 ha,2068.886,3,0.09927200529450694
2004,NL,Up to 0.1 ha,1.8,82,2.71343481138319
2005,NL,0.11 - 1.0 ha,10.2,23,0.7610853739245532
2005,NL,1.1 - 10 ha,69.0,19,0.628722700198544
